1186,Narang Raynangkhar,57
1187,Pangkhang,57
1188,Pangthang,57
1189,Phenzur,57
1190,Phusizur,57
1191,Thongkhar,57
1192,Thrinangphu,57
1193,Wangyer,57
1194,Waphaipangthang,57
1195,Bumpazor,58
1196,Goenpa,58
1197,Ngatshang,58
1198,Nyingala,58
1199,Pelshool,58
1200,Phanasi,58
1201,Thoombari,58
1202,Yekhar,58
1203,Zangdari,58
1204,Bongdeyma,59
1205,Drogsar,59
1206,Drogsar/Mangling,59
1207,Jangdung,59
1208,Kalapang,59
1209,Masangdaza,59
1210,Pangsibi,59
1211,Resa,59
1212,Saling,59
1213,Seng-Gor,59
1214,Thridangbi,59
1215,Tshenzabi,59
1216,Gangmoong,60
1217,Jabgang,60
1218,Muhoong,60
1219,Serzhong,60
1220,Shiling,60
1221,Soenakhar,60
1222,Thueling,60
1223,Baribang,61
1224,Daag,61
1225,Dekdongla,61
1226,Goenpa,61
1227,Gyalong,61
1228,Kadag,61
1229,Kadag/Salipong,61
1230,Kangkangma,61
1231,Kangkari,61
1232,Khatoed,61
1233,Khatoed/Baribang,61
1234,Khatoed/Silambi,61
1235,Laijuk,61
1236,Nagor,61
1237,Nagor Goenpa,61
1238,Nagor Pang,61
1239,Nagor/Pam,61
1240,Pam,61
1241,Pang Gyerteng,61
1242,Pang Gyerteng/Goenpa,61
1243,Pang Gyerteng/Phungling,61
1244,Salipong,61
1245,Silambi,61
1246,Silambi/Lemigoenpa,61
1247,Silambi/Tumdrag,61
1248,Wama,61
1249,Wama/Chang Changma,61
1250,Yarig,61
1251,Atola,62
1252,Baucholing,62
1253,Changshing,62
1254,Lingkhar,62
1255,Ngaru-Pongtang,62
1256,Panglen,62
